0,11.964062626246266
1,11.528915763515606
2,11.054425580220146
3,11.921796280434272
4,11.896504480199662
5,10.867377650811083
6,11.369306433136325
7,13.441227521872898
8,11.569472733991176
9,10.056411875220292
10,12.595678028300823
11,9.528488071199284
12,12.600402397614367
13,12.295077857638708
14,11.312937067171813
15,12.549654761256562
16,3.5399494156315696
17,13.725329722864224
18,6.7181699216882
19,13.080254525042575
20,11.383712703224539
21,10.33755103425887
22,10.478514527161355
23,11.93691224564315
24,11.892821111175163
25,11.272576214245609
26,13.435246165965964
27,12.372820608181945
28,11.48754089422355
29,9.646875720269131
30,10.70660025389774
31,6.9959922917843995
32,12.11289749098561
33,11.614232829161825
34,12.442131556131153
35,13.18442089771673
36,12.91495372050783
37,12.346772042743147
38,11.652999313710483
39,13.307035982595579
40,5.996534406969794
41,12.300277732372024
42,11.803746931190235
43,11.026390611828266
